Sequence Id,Type,Start,Stop,Strand,Locus Tag,Gene,Product,DbXrefs
contig_1,cds,22569,23069,+,KIPAHP_00025,rimM,Ribosome maturation factor RimM,"SO:0001217, UniRef:UniRef50_Q2FZ44"
contig_1,cds,23069,23791,+,KIPAHP_00026,,tRNA (guanine-N(1)-)-methyltransferase,"SO:0001217, UniRef:UniRef50_Q6GHJ5"
contig_1,cds,23920,24270,+,KIPAHP_00027,,50S ribosomal protein L19,"SO:0001217, UniRef:UniRef50_A0A9D7DGS3"
contig_1,cds,24414,27014,-,KIPAHP_00028,yfhO,YfhO family protein,"SO:0001217, UniRef:UniRef50_A0AAI8GTV7"
contig_1,cds,27033,27962,-,KIPAHP_00029,,Glycosyltransferase family 2 protein,"SO:0001217, UniRef:UniRef50_A0A558AY48"
contig_1,cds,28035,28919,+,KIPAHP_00030,,Ribosome biogenesis GTPase A,"SO:0001217, UniRef:UniRef50_A0A3G6UNR5"
contig_1,cds,28900,29676,+,KIPAHP_00031,,Ribonuclease HII,"SO:0001217, UniRef:UniRef50_Q6GHJ1"
contig_1,cds,29781,30947,+,KIPAHP_00032,,Succinate--CoA ligase [ADP-forming] subunit beta,"SO:0001217, UniRef:UniRef50_Q8UC60"
contig_1,cds,30965,31873,+,KIPAHP_00033,,Succinate--CoA ligase [ADP-forming] subunit alpha,"SO:0001217, UniRef:UniRef50_A0A1L6MXS2"
contig_1,cds,32050,32949,+,KIPAHP_00034,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0AAW5LQV7"
contig_1,cds,33076,33966,+,KIPAHP_00035,,SMF family protein,"SO:0001217, UniRef:UniRef50_A0A239ZI69"
contig_1,cds,34055,36127,+,KIPAHP_00036,,DNA topoisomerase 1,"SO:0001217, UniRef:UniRef50_A0A7X8ITT6"
contig_1,cds,36313,37617,+,KIPAHP_00037,,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,"SO:0001217, UniRef:UniRef50_Q8REM9"
contig_1,cds,37680,38561,+,KIPAHP_00038,xerC,Tyrosine recombinase XerC,"SO:0001217, UniRef:UniRef50_Q2FZ30"
contig_1,cds,38575,39117,+,KIPAHP_00039,hslV,ATP-dependent protease subunit HslV,"SO:0001217, UniRef:UniRef50_Q1WTI9"
contig_1,cds,39134,40537,+,KIPAHP_00040,clpY,ATP-dependent protease ATPase subunit ClpY,"SO:0001217, UniRef:UniRef50_P39778"
contig_1,cds,40556,41329,+,KIPAHP_00041,codY,Global transcriptional regulator CodY,"SO:0001217, UniRef:UniRef50_P39779"
contig_1,cds,41488,42264,+,KIPAHP_00042,,Small ribosomal subunit protein uS2,"SO:0001217, UniRef:UniRef50_A0A8A7KHT1"
contig_1,cds,42361,43245,+,KIPAHP_00043,,Elongation factor Ts,"SO:0001217, UniRef:UniRef50_Q2FZ23"
contig_1,cds,43330,44052,+,KIPAHP_00044,,Uridylate kinase,"SO:0001217, UniRef:UniRef50_A4XM00"
contig_1,cds,44070,44624,+,KIPAHP_00045,,Ribosome-recycling factor,"SO:0001217, UniRef:UniRef50_Q2FZ21"
contig_1,cds,44765,45517,+,KIPAHP_00046,,Isoprenyl transferase,"SO:0001217, UniRef:UniRef50_Q8DRB3"
contig_1,cds,45529,46311,+,KIPAHP_00047,,Phosphatidate cytidylyltransferase,"SO:0001217, UniRef:UniRef50_Q49X46"
contig_1,cds,46327,47457,+,KIPAHP_00048,,1-deoxy-D-xylulose 5-phosphate reductoisomerase,"SO:0001217, UniRef:UniRef50_Q9KA69"
contig_1,cds,47460,48746,+,KIPAHP_00049,,Putative zinc metalloprotease SA1105,"SO:0001217, UniRef:UniRef50_P63333"
contig_1,cds,48764,50467,+,KIPAHP_00050,,Proline--tRNA ligase,"SO:0001217, UniRef:UniRef50_A0A1G9AA33"
contig_1,cds,50565,54884,+,KIPAHP_00051,,DNA polymerase III PolC-type,"SO:0001217, UniRef:UniRef50_Q2G1Z8"
contig_1,cds,55006,55473,+,KIPAHP_00052,rimP,Ribosome maturation factor RimP,"SO:0001217, UniRef:UniRef50_B9DPF1"
contig_1,cds,55492,56559,+,KIPAHP_00053,nusA,Transcription termination/antitermination protein NusA,"SO:0001217, UniRef:UniRef50_A0A380G0S3"
contig_1,cds,56577,56861,+,KIPAHP_00054,ylxR,YlxR domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A920C274"
contig_1,cds,56858,57184,+,KIPAHP_00055,,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2G5XQ97"
contig_1,cds,57189,59288,+,KIPAHP_00056,,Translation initiation factor IF-2,"SO:0001217, UniRef:UniRef50_A0A0X8GZJ1"
contig_1,cds,59402,60691,+,KIPAHP_00057,arsB,arsenite efflux transporter membrane subunit ArsB,"NCBIFam:NF033877.0, SO:0001217, UniRef:UniRef50_A0A060PLP0"
contig_1,cds,60827,61396,-,KIPAHP_00058,,HTH araC/xylS-type domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A151A618"
contig_1,cds,61523,62023,+,KIPAHP_00059,,Methylated-DNA--protein-cysteine methyltransferase,"SO:0001217, UniRef:UniRef50_A0A540V615"
contig_1,cds,62092,62655,+,KIPAHP_00060,,Dihydrofolate reductase,"SO:0001217, UniRef:UniRef50_A0AAP1E3U2"
contig_1,cds,62668,63084,+,KIPAHP_00061,,"Acetyltransferase, GNAT family","SO:0001217, UniRef:UniRef50_D5DZT0"
contig_1,cds,63096,63947,+,KIPAHP_00062,,Aminoglycoside adenylyltransferase,"SO:0001217, UniRef:UniRef50_A0AAI8GTU7"
contig_1,cds,64261,64704,+,KIPAHP_00063,doxX,DoxX family protein,"SO:0001217, UniRef:UniRef50_A0AAI8DG02"
contig_1,cds,64760,65533,+,KIPAHP_00064,,MurR/RpiR family transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A2T4PSX5"
contig_1,cds,65649,67214,+,KIPAHP_00065,,PTS Glc IICB,"SO:0001217, UniRef:UniRef50_A0A0F4LFI3"
contig_1,cds,67235,68401,+,KIPAHP_00066,,cysteine-S-conjugate beta-lyase,"SO:0001217, UniRef:UniRef50_A0A2X4W1B5"
contig_1,cds,68499,68843,+,KIPAHP_00067,,Ribosome-binding factor A,"SO:0001217, UniRef:UniRef50_Q2G2Q4"
contig_1,cds,69154,70065,+,KIPAHP_00068,,tRNA pseudouridine synthase B,"SO:0001217, UniRef:UniRef50_P32732"
contig_1,cds,70078,71034,+,KIPAHP_00069,,Riboflavin biosynthesis protein,"SO:0001217, UniRef:UniRef50_Q2G2Q2"
contig_1,cds,71136,71405,+,KIPAHP_00070,,Small ribosomal subunit protein uS15,"SO:0001217, UniRef:UniRef50_K9QS23"
contig_2,cds,102,1034,-,KIPAHP_00071,,Iron-siderophore ABC transporter periplasmic protein,"SO:0001217, UniRef:UniRef50_A0A380HLR5"
contig_2,cds,1226,1600,-,KIPAHP_00072,,DUF454 domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2G1J1"
contig_2,cds,1747,2685,+,KIPAHP_00073,,"Transporter, drug/metabolite exporter family","SO:0001217, UniRef:UniRef50_A0A239YJT1"
contig_2,cds,2732,3901,-,KIPAHP_00074,,Acyl-CoA dehydrogenase,"SO:0001217, UniRef:UniRef50_A0A380FY69"
contig_2,cds,4046,5437,-,KIPAHP_00075,tcyP,L-cystine uptake protein TcyP,"SO:0001217, UniRef:UniRef50_P54596"
contig_2,cds,5672,6340,-,KIPAHP_00076,,ABC transporter domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2G196"
contig_2,cds,6352,7272,-,KIPAHP_00077,,ABC-2 family transporter protein,"SO:0001217, UniRef:UniRef50_A0A239YI08"
contig_2,cds,7269,8435,-,KIPAHP_00078,,ABC-2 type transporter transmembrane domain-containing protein,"SO:0001217, UniRef:UniRef50_B9E999"
contig_2,cds,8454,9953,-,KIPAHP_00079,,DUF945 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PTQ9"
contig_2,cds,10031,10639,-,KIPAHP_00080,,Peptidase C39-like domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2FVI3"
contig_2,cds,10789,11145,-,KIPAHP_00081,marR,MarR family transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A2T4PR08"
contig_2,cds,11564,11917,-,KIPAHP_00082,doxX,DoxX family protein,"SO:0001217, UniRef:UniRef50_A0A7V7VGH4"
contig_2,cds,11917,12969,-,KIPAHP_00083,,Alkanal monooxygenase alpha chain,"SO:0001217, UniRef:UniRef50_A0A0F0G271"
contig_2,cds,13098,13463,-,KIPAHP_00084,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A239YJB9"
contig_2,cds,13488,14036,-,KIPAHP_00085,,hypothetical protein,PFAM:PF23728.1
contig_2,cds,14067,14813,-,KIPAHP_00086,,Transcriptional regulator SarA/SarZ/Rot-like helix-turn-helix domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PR30"
contig_2,cds,14833,16848,-,KIPAHP_00087,,HTH araC/xylS-type domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PR27"
contig_2,cds,17328,18107,+,KIPAHP_00088,,CHAP domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PR61"
contig_2,cds,18150,19550,-,KIPAHP_00089,,Na+ H+ antiporter,"SO:0001217, UniRef:UniRef50_A0A291JHU7"
contig_2,cds,19930,20490,+,KIPAHP_00090,,CHAP domain-containing protein,"SO:0001217, UniRef:UniRef50_A0AAP1RTN9"
contig_2,cds,20635,21033,+,KIPAHP_00091,,DUF4870 domain-containing protein,"SO:0001217, UniRef:UniRef50_Q49ZM1"
contig_2,cds,21253,22554,+,KIPAHP_00092,,Proton/sodium-glutamate symport protein,"SO:0001217, UniRef:UniRef50_P24943"
contig_2,cds,22592,23434,-,KIPAHP_00093,gmpC,dipeptide ABC transporter glycylmethionine-binding lipoprotein,"BlastRules:WP_000825530, SO:0001217, UniRef:UniRef50_A0A2K4FBN2"
contig_2,cds,23466,24125,-,KIPAHP_00094,,ABC transmembrane type-1 domain-containing protein,"SO:0001217, UniRef:UniRef50_S2XCZ2"
contig_2,cds,24125,25144,-,KIPAHP_00095,metN,Methionine import ATP-binding protein MetN 1,"SO:0001217, UniRef:UniRef50_Q2G0V2"
contig_2,cds,25406,25717,+,KIPAHP_00096,,DUF485 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A265E902"
contig_2,cds,25714,27261,+,KIPAHP_00097,actP,Cation/acetate symporter ActP,"SO:0001217, UniRef:UniRef50_A0A3D8YTT2"
contig_2,cds,27624,28751,-,KIPAHP_00098,,Salicylate hydroxylase,"SO:0001217, UniRef:UniRef50_A0A239YIR9"
contig_2,cds,28858,29643,-,KIPAHP_00099,,Glucosaminidase,"SO:0001217, UniRef:UniRef50_A0A1D4KAG6"
contig_2,cds,29748,30218,-,KIPAHP_00100,,DUF1641 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PQY8"
contig_2,cds,30218,33157,-,KIPAHP_00101,,formate dehydrogenase,"SO:0001217, UniRef:UniRef50_A0A285UJG5"
contig_2,cds,33345,34823,+,KIPAHP_00102,cstA,CstA N-terminal domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A510Y879"
contig_2,cds,35147,36445,+,KIPAHP_00103,,D-serine dehydratase,"SO:0001217, UniRef:UniRef50_P00926"
contig_2,cds,36442,37374,+,KIPAHP_00104,,DMT family transporter,"SO:0001217, UniRef:UniRef50_Q2G2U7"
contig_2,cds,37399,37860,+,KIPAHP_00105,,Nudix hydrolase domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PR10"
contig_2,cds,38186,39658,+,KIPAHP_00106,,Catalase A,"SO:0001217, UniRef:UniRef50_O52762"
contig_2,cds,39901,41097,-,KIPAHP_00107,,Major facilitator superfamily (MFS) profile domain-containing protein,"SO:0001217, UniRef:UniRef50_B9E9F2"
contig_2,cds,41097,41528,-,KIPAHP_00108,mgrA,HTH-type transcriptional regulator MgrA,"SO:0001217, UniRef:UniRef50_A0A2T4PQT2"
contig_2,cds,41693,42883,+,KIPAHP_00109,yxeP,Putative hydrolase YxeP,"SO:0001217, UniRef:UniRef50_A0A1W7A8D6"
contig_2,cds,43001,44236,+,KIPAHP_00110,,Ammonium transporter,"SO:0001217, UniRef:UniRef50_A0A0D0SEH5"
contig_2,cds,44333,45634,-,KIPAHP_00111,,Na+/H+ antiporter NhaC-like C-terminal domain-containing protein,"SO:0001217, UniRef:UniRef50_G5JKB9"
contig_2,cds,45794,46429,+,KIPAHP_00112,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A2T4PQZ1"
contig_2,cds,46485,47324,-,KIPAHP_00113,,Transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A2T4PQV2"
contig_2,cds,47347,47487,-,KIPAHP_00114,,hypothetical protein,
contig_2,cds,47540,49087,-,KIPAHP_00115,,Neutral metalloproteinase,"SO:0001217, UniRef:UniRef50_A0A2T4PQW1"
contig_2,cds,49294,50439,+,KIPAHP_00116,,Isoaspartyl dipeptidase,"SO:0001217, UniRef:UniRef50_A0A6V7R5U0"
contig_2,cds,50491,50862,-,KIPAHP_00117,,HTH hxlR-type domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A0V8GH80"
contig_2,cds,50982,52172,+,KIPAHP_00118,,MFS sugar transporter,"SO:0001217, UniRef:UniRef50_A0A1L6ZGI1"
contig_2,cds,52244,52960,-,KIPAHP_00119,,Tyrosine-protein phosphatase,"SO:0001217, UniRef:UniRef50_A0A239YGQ9"
contig_2,cds,53147,53749,+,KIPAHP_00120,,Putative NAD(P)H nitroreductase,"SO:0001217, UniRef:UniRef50_A0A239YHH5"
contig_2,cds,53834,54016,+,KIPAHP_00121,,Holin,"SO:0001217, UniRef:UniRef50_A0A7H9DMT9"
contig_2,cds,54229,54795,-,KIPAHP_00122,,Acetyltransferase,"SO:0001217, UniRef:UniRef50_A0A239YH51"
contig_2,cds,54809,55678,-,KIPAHP_00123,,fructokinase,"SO:0001217, UniRef:UniRef50_C2BFH5"
contig_2,cds,55749,56693,-,KIPAHP_00124,corA,Magnesium transport protein CorA,"SO:0001217, UniRef:UniRef50_A0A1W7A9I5"
contig_2,cds,56782,57624,-,KIPAHP_00125,,Formyltetrahydrofolate deformylase,"SO:0001217, UniRef:UniRef50_Q49YP1"
contig_2,cds,57743,58603,-,KIPAHP_00126,,Putative oxidoreductase,"SO:0001217, UniRef:UniRef50_A0A239YIA1"
contig_2,cds,58621,58938,-,KIPAHP_00127,,PTS system lactose-specific transporter subunit IIA,"SO:0001217, UniRef:UniRef50_A0A239YFW5"
contig_2,cds,58948,59250,-,KIPAHP_00128,,PTS system transporter subunit IIB,"SO:0001217, UniRef:UniRef50_A0A376GZZ8"
contig_2,cds,59252,60349,-,KIPAHP_00129,,DUF871 domain-containing protein,"SO:0001217, UniRef:UniRef50_Q9CJ33"
contig_2,cds,60462,61760,+,KIPAHP_00130,,Permease IIC component,"SO:0001217, UniRef:UniRef50_A0A386PP54"
contig_3,cds,510,782,+,KIPAHP_00131,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0AAI8DG87"
contig_3,cds,897,1439,+,KIPAHP_00132,,HTH cro/C1-type domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2G2A6"
contig_3,cds,1450,2547,+,KIPAHP_00133,potA,Spermidine/putrescine import ATP-binding protein PotA,"SO:0001217, UniRef:UniRef50_Q8Y8T6"
contig_3,cds,2540,3343,+,KIPAHP_00134,,ABC transmembrane type-1 domain-containing protein,"SO:0001217, UniRef:UniRef50_S2XR89"
contig_3,cds,3345,4157,+,KIPAHP_00135,,ABC transmembrane type-1 domain-containing protein,"SO:0001217, UniRef:UniRef50_S2XKD8"
contig_3,cds,4154,5227,+,KIPAHP_00136,,"Spermidine/putrescine ABC transporter, spermidine/putrescine-binding protein","SO:0001217, UniRef:UniRef50_Q5HQ67"
contig_3,cds,5306,6298,+,KIPAHP_00137,,DUF4064 domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUU7"
contig_3,cds,6346,6864,+,KIPAHP_00138,,hypothetical protein,
contig_3,cds,6921,7532,-,KIPAHP_00139,,UPF0637 protein SAOUHSC_01054,"SO:0001217, UniRef:UniRef50_Q2G2G7"
contig_3,cds,7637,8458,+,KIPAHP_00140,,Inositol monophosphatase / 5' nucleotidase (Purine nucleoside monophosphate),"SO:0001217, UniRef:UniRef50_A0A654A156"
contig_3,cds,8791,8976,-,KIPAHP_00141,ylaF,YlaF family protein,"SO:0001217, UniRef:UniRef50_Q49WN3"
contig_3,cds,9197,11044,+,KIPAHP_00142,bipA,Large ribosomal subunit assembly factor BipA,"SO:0001217, UniRef:UniRef50_A0A0R2DHU7"
contig_3,cds,11050,11388,+,KIPAHP_00143,,YlaH-like protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUR6"
contig_3,cds,11422,11571,-,KIPAHP_00144,,hypothetical protein,
contig_3,cds,11574,12056,-,KIPAHP_00145,,Minor capsid protein,"SO:0001217, UniRef:UniRef50_A0A380FH23"
contig_3,cds,12198,12473,+,KIPAHP_00146,,UPF0358 protein SAMEA4384403_01712,"SO:0001217, UniRef:UniRef50_A0A239ZN15"
contig_3,cds,12540,13739,+,KIPAHP_00147,ftsW,putative peptidoglycan glycosyltransferase FtsW,"SO:0001217, UniRef:UniRef50_A0AAE8PBF8"
contig_3,cds,13876,17322,+,KIPAHP_00148,,Pyruvate carboxylase,"SO:0001217, UniRef:UniRef50_A0A0H3JRU9"
contig_3,cds,17374,18285,-,KIPAHP_00149,,Heme A synthase,"SO:0001217, UniRef:UniRef50_Q2G2C0"
contig_3,cds,18622,19548,+,KIPAHP_00150,,Protoheme IX farnesyltransferase,"SO:0001217, UniRef:UniRef50_Q8CPM1"
contig_3,cds,19587,20654,+,KIPAHP_00151,,Cytochrome c oxidase subunit 2,"SO:0001217, UniRef:UniRef50_Q03438"
contig_3,cds,20678,22579,+,KIPAHP_00152,,Cytochrome c oxidase subunit 1,"SO:0001217, UniRef:UniRef50_A0A235B3Z2"
contig_3,cds,22579,23208,+,KIPAHP_00153,,Cytochrome c oxidase subunit 3,"SO:0001217, UniRef:UniRef50_Q03439"
contig_3,cds,23210,23563,+,KIPAHP_00154,,Cytochrome B6,"SO:0001217, UniRef:UniRef50_A0A328A4C4"
contig_3,cds,23723,24676,+,KIPAHP_00155,ctaG,Cytochrome c oxidase assembly factor CtaG,"SO:0001217, UniRef:UniRef50_B9EB32"
contig_3,cds,24688,25149,+,KIPAHP_00156,,DUF420 domain-containing protein,"SO:0001217, UniRef:UniRef50_Q2FZG3"
contig_3,cds,25201,26247,-,KIPAHP_00157,ytvI,Sporulation integral membrane protein YtvI,"SO:0001217, UniRef:UniRef50_B9EB34"
contig_3,cds,26328,26699,-,KIPAHP_00158,ylbA,Uncharacterized protein YlbA,"SO:0001217, UniRef:UniRef50_O34743"
contig_3,cds,26868,27935,+,KIPAHP_00159,,CAP-associated domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUV3"
contig_3,cds,27951,28391,+,KIPAHP_00160,ylbF,YlbF family regulator,"SO:0001217, UniRef:UniRef50_A0AAI8DIT3"
contig_3,cds,28442,29356,-,KIPAHP_00161,,Putative glycerophosphoryl diester phosphodiesterase 1,"SO:0001217, UniRef:UniRef50_A0A6V7RP29"
contig_3,cds,29515,29781,+,KIPAHP_00162,,UPF0298 protein BU072_04725,"SO:0001217, UniRef:UniRef50_A0A2T4PUV4"
contig_3,cds,29782,30171,-,KIPAHP_00163,,Phage protein,"SO:0001217, UniRef:UniRef50_B9DPZ2"
contig_3,cds,30253,30807,+,KIPAHP_00164,,Methyltransferase,"SO:0001217, UniRef:UniRef50_A0A9N8IIV2"
contig_3,cds,30800,31294,+,KIPAHP_00165,,Phosphopantetheine adenylyltransferase,"SO:0001217, UniRef:UniRef50_Q2FZF5"
contig_3,cds,31314,32459,-,KIPAHP_00166,,tRNA(Met) cytidine acetate ligase,"SO:0001217, UniRef:UniRef50_A0A2T4PUV9"
contig_3,cds,32585,33127,+,KIPAHP_00167,,DNA-binding protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUX1"
contig_3,cds,33166,33339,+,KIPAHP_00168,,hypothetical protein,
contig_3,cds,33462,34202,+,KIPAHP_00169,,RNA methyltransferase,"SO:0001217, UniRef:UniRef50_A0A098H324"
contig_3,cds,34501,35559,+,KIPAHP_00170,,Phenylalanine--tRNA ligase alpha subunit,"SO:0001217, UniRef:UniRef50_Q8DQT8"
contig_3,cds,35559,37964,+,KIPAHP_00171,,Phenylalanine--tRNA ligase beta subunit,"SO:0001217, UniRef:UniRef50_Q4L5E4"
contig_3,cds,38023,38136,-,KIPAHP_00172,,hypothetical protein,
contig_3,cds,38138,39064,-,KIPAHP_00173,,Ribonuclease HIII,"SO:0001217, UniRef:UniRef50_Q2FZD7"
contig_3,cds,39242,39514,+,KIPAHP_00174,zapA,Cell division protein ZapA,"SO:0001217, UniRef:UniRef50_A0A085UFE6"
contig_3,cds,39511,40038,+,KIPAHP_00175,,Colicin V production protein,"SO:0001217, UniRef:UniRef50_A0A2T4PUU5"
contig_3,cds,40100,41803,+,KIPAHP_00176,,DNA polymerase beta,"SO:0001217, UniRef:UniRef50_A0A0U1MIQ0"
contig_3,cds,41830,44178,+,KIPAHP_00177,mutS2,Endonuclease MutS2,"SO:0001217, UniRef:UniRef50_Q2FZD3"
contig_3,cds,44299,45045,+,KIPAHP_00178,,Naphthoate synthase,"SO:0001217, UniRef:UniRef50_A0A239ZMK9"
contig_3,cds,45157,45471,+,KIPAHP_00179,,Thioredoxin,"SO:0001217, UniRef:UniRef50_P14949"
contig_3,cds,45622,47403,+,KIPAHP_00180,,UvrABC system protein C,"SO:0001217, UniRef:UniRef50_A0A1I1Y9N3"
contig_3,cds,47599,48210,+,KIPAHP_00181,,Succinate dehydrogenase cytochrome b558 subunit,"SO:0001217, UniRef:UniRef50_P08064"
contig_3,cds,48243,50006,+,KIPAHP_00182,,Succinate dehydrogenase flavoprotein subunit,"SO:0001217, UniRef:UniRef50_P08065"
contig_3,cds,50009,50818,+,KIPAHP_00183,,Succinate dehydrogenase iron-sulfur subunit,"SO:0001217, UniRef:UniRef50_P08066"
contig_3,cds,51105,51539,+,KIPAHP_00184,marR,MarR family transcriptional regulator,"SO:0001217, UniRef:UniRef50_A0A2T4PV02"
contig_3,cds,51536,52333,+,KIPAHP_00185,,Glutamate racemase,"SO:0001217, UniRef:UniRef50_Q6GHT5"
contig_3,cds,52346,52930,+,KIPAHP_00186,,dITP/XTP pyrophosphatase,"SO:0001217, UniRef:UniRef50_P94558"
contig_3,cds,52927,53433,+,KIPAHP_00187,,Phosphoesterase,"SO:0001217, UniRef:UniRef50_A0AAI8DIL5"
contig_3,cds,53616,53831,+,KIPAHP_00188,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A1X0TYF4"
contig_3,tRNA,53954,54027,+,KIPAHP_00189,trnR,tRNA-Arg(tct),SO:0001036
contig_3,cds,54280,54717,-,KIPAHP_00190,,GNAT family N-acetyltransferase,"SO:0001217, UniRef:UniRef50_A0A921DY93"
contig_3,cds,54889,55287,-,KIPAHP_00191,,hypothetical protein,PFAM:PF04229.20
contig_3,cds,55345,55782,-,KIPAHP_00192,,N-acetyltransferase domain-containing protein,"SO:0001217, UniRef:UniRef50_A0A2H6CSY9"
contig_3,cds,55938,56174,+,KIPAHP_00193,,hypothetical protein,"SO:0001217, UniRef:UniRef50_A0A240C424"
contig_3,cds,56344,59691,+,KIPAHP_00194,,Glycoside hydrolase,"SO:0001217, UniRef:UniRef50_A0A3E0IRX6"
contig_4,cds,63,563,-,KIPAHP_00195,,Small ribosomal subunit protein uS5,"SO:0001217, UniRef:UniRef50_B3E847"
contig_4,cds,582,944,-,KIPAHP_00196,,Large ribosomal subunit protein uL18,"SO:0001217, UniRef:UniRef50_Q8Y445"
contig_4,cds,972,1508,-,KIPAHP_00197,,Large ribosomal subunit protein uL6,"SO:0001217, UniRef:UniRef50_B9DM32"
contig_4,cds,1538,1936,-,KIPAHP_00198,,Small ribosomal subunit protein uS8,"SO:0001217, UniRef:UniRef50_P12879"
contig_4,cds,1966,2151,-,KIPAHP_00199,,Small ribosomal subunit protein uS14B,"SO:0001217, UniRef:UniRef50_P12878"
